Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,PriorExperience
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,3,No,2,2,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,23428,0,No,6,5,1
32,Current employee,Travel_Rarely,8,3,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,1,No,10,10,0
33,Voluntary Resignation,Travel_Rarely,10,1,Medical,Male,2,Sales Executive,Married,11693,6,No,10,10,0
45,Current employee,Travel_Frequently,25,3,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,1,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Technical Degree,Female,5,Manager,Single,13035,1,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,1,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Technical Degree,Female,5,Manager,Single,13035,1,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,1,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Technical Degree,Female,5,Manager,Single,13035,1,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
36,Current employee,Non-Travel,10,4,Medical,Female,5,Manager,Single,13035,1,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Medical,Female,5,Manager,Single,13035,3,No,22,0,22
45,Current employee,Travel_Frequently,25,3,Technical Degree,Female,5,Manager,Single,13035,1,No,22,0,22
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Technical Degree,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Technical Degree,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Technical Degree,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
39,Current employee,Travel_Rarely,13,4,Medical,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Medical,Female,4,Manager,Divorced,17334,6,Yes,21,19,2
42,Current employee,Travel_Rarely,24,3,Technical Degree,Female,4,Manager,Divorced,17334,1,Yes,21,19,2
58,Current employee,Travel_Rarely,23,4,Life Sciences,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Medical,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Life Sciences,Male,1,Research Scientist,Divorced,26076,2,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Other,Male,1,Research Scientist,Divorced,26076,4,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Medical,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Life Sciences,Male,1,Research Scientist,Divorced,26076,2,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Life Sciences,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Other,Male,1,Research Scientist,Divorced,26076,4,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Life Sciences,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Medical,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Life Sciences,Male,1,Research Scientist,Divorced,26076,2,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Other,Male,1,Research Scientist,Divorced,26076,4,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Medical,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
33,Current employee,Travel_Rarely,1,5,Life Sciences,Male,1,Research Scientist,Divorced,26076,2,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Life Sciences,Male,1,Research Scientist,Divorced,26076,1,No,2,2,0
58,Current employee,Travel_Rarely,23,4,Other,Male,1,Research Scientist,Divorced,26076,4,No,2,2,0
32,Voluntary Resignation,Travel_Rarely,7,2,Life Sciences,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Medical,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
32,Voluntary Resignation,Travel_Rarely,7,2,Marketing,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Technical Degree,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Medical,Male,2,Laboratory Technician,Married,23577,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Technical Degree,Male,2,Laboratory Technician,Married,26092,1,No,10,10,0
32,Voluntary Resignation,Travel_Rarely,7,2,Life Sciences,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
32,Voluntary Resignation,Travel_Rarely,7,2,Marketing,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
32,Voluntary Resignation,Travel_Rarely,7,2,Life Sciences,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Medical,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
32,Voluntary Resignation,Travel_Rarely,7,2,Marketing,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Technical Degree,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
26,Current employee,Travel_Rarely,29,2,Medical,Male,4,Manager,Divorced,4544,1,No,9,4,5
26,Current employee,Travel_Rarely,29,2,Technical Degree,Male,2,Laboratory Technician,Married,26092,1,No,10,10,0
32,Voluntary Resignation,Travel_Rarely,7,2,Life Sciences,Male,2,Laboratory Technician,Married,23428,1,No,1,1,0
32,Voluntary Resignation,Travel_Rarely,7,2,Marketing,Male,2,Laboratory Technician,Married,22845,1,No,10,10,0
39,Voluntary Resignation,Travel_Rarely,23,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,22154,2,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Other,Male,1,Research Scientist,Single,22154,4,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,22154,2,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Other,Male,1,Research Scientist,Single,22154,4,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,22154,2,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Other,Male,1,Research Scientist,Single,22154,4,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Medical,Male,1,Research Scientist,Single,23428,0,No,6,5,1
35,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,22154,2,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Medical,Male,1,Research Scientist,Single,22154,0,No,6,5,1
39,Voluntary Resignation,Travel_Rarely,23,3,Other,Male,1,Research Scientist,Single,22154,4,No,6,5,1
30,Current employee,Travel_Rarely,6,3,Technical Degree,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Marketing,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Technical Degree,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Marketing,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Technical Degree,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Marketing,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Technical Degree,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
30,Current employee,Travel_Rarely,6,3,Marketing,Female,2,Laboratory Technician,Married,4544,1,No,9,4,5
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,0,No,10,9,1
46,Current employee,Travel_Frequently,18,1,Medical,Female,2,Laboratory Technician,Married,23631,1,No,10,9,1
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
36,Current employee,Travel_Rarely,10,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,3,No,10,7,3
37,Current employee,Non-Travel,9,4,Medical,Female,3,Healthcare Representative,Married,5747,0,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,6,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Medical,Female,1,Human Resources,Single,22957,6,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,0,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Technical Degree,Female,1,Human Resources,Single,22957,0,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Medical,Female,1,Human Resources,Single,14935,6,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Technical Degree,Female,1,Human Resources,Single,15678,0,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,6,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,0,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,6,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Medical,Female,1,Human Resources,Single,22957,6,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,0,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Technical Degree,Female,1,Human Resources,Single,22957,0,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Medical,Female,1,Human Resources,Single,14935,6,No,10,7,3
24,Current employee,Travel_Frequently,24,3,Technical Degree,Female,1,Human Resources,Single,15678,0,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,6,No,10,7,3
46,Current employee,Travel_Rarely,1,2,Life Sciences,Female,1,Human Resources,Single,22957,0,No,10,7,3
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,1,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,1,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,1,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
28,Current employee,Non-Travel,1,3,Life Sciences,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,0,No,10,9,1
38,Current employee,Travel_Rarely,10,3,Medical,Female,2,Laboratory Technician,Married,16392,1,No,10,9,1
50,Current employee,Travel_Rarely,28,3,Life Sciences,Female,4,Research Director,Married,22422,4,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Technical Degree,Female,4,Research Director,Married,22422,2,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Life Sciences,Female,4,Research Director,Married,22422,4,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Technical Degree,Female,4,Research Director,Married,22422,2,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Life Sciences,Female,4,Research Director,Married,22422,4,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Technical Degree,Female,4,Research Director,Married,22422,2,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Life Sciences,Female,4,Research Director,Married,22422,4,Yes,25,3,22
50,Current employee,Travel_Rarely,28,3,Technical Degree,Female,4,Research Director,Married,22422,2,Yes,25,3,22
40,Voluntary Resignation,Travel_Rarely,25,4,Marketing,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Medical,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Life Sciences,Male,3,Sales Executive,Single,17235,5,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Technical Degree,Male,3,Sales Executive,Single,17235,7,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Marketing,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Technical Degree,Male,3,Sales Executive,Single,17235,7,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Medical,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Life Sciences,Male,3,Sales Executive,Single,17235,5,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Marketing,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Medical,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Life Sciences,Male,3,Sales Executive,Single,17235,5,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Technical Degree,Male,3,Sales Executive,Single,17235,7,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Marketing,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
40,Voluntary Resignation,Travel_Rarely,25,4,Technical Degree,Male,3,Sales Executive,Single,17235,7,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Medical,Male,3,Sales Executive,Single,17235,2,Yes,9,5,4
50,Current employee,Travel_Frequently,3,3,Life Sciences,Male,3,Sales Executive,Single,17235,5,Yes,9,5,4
52,Voluntary Resignation,Travel_Rarely,5,3,Life Sciences,Male,3,Sales Executive,Single,21534,9,Yes,10,8,2
25,Current employee,Travel_Rarely,13,1,Medical,Male,3,Sales Executive,Single,21534,9,Yes,10,8,2
52,Voluntary Resignation,Travel_Rarely,5,3,Life Sciences,Male,3,Sales Executive,Single,21534,5,Yes,10,8,2
25,Current employee,Travel_Rarely,13,1,Medical,Male,3,Sales Executive,Single,21534,7,Yes,10,8,2
